"game_id","event_index","home_skaters_alt","away_skaters_alt","game_strength_state_alt","home_g_change","away_g_change","event_description_alt"
2019020001,580,5,5,"5v5",NA,NA,"Brady Tkachuk hit Morgan Rielly"
2019020001,581,5,5,"5v5",NA,NA,"Scott Sabourin hit Cody Ceci"
2019020001,582,5,5,"5v5",NA,NA,"Auston Matthews Wrist Shot saved by Craig Anderson"
2019020001,583,5,5,"5v5",NA,NA,NA
2019020001,584,5,5,"5v5",NA,NA,NA
2019020001,585,5,5,"5v5",NA,NA,NA
2019020001,586,5,5,"5v5",NA,NA,NA
2019020001,587,5,5,"5v5",NA,NA,"John Tavares faceoff won against Artem Anisimov"
2019020001,588,5,5,"5v5",NA,NA,NA
2019020001,589,5,5,"5v5",NA,NA,NA
2019020001,590,5,5,"5v5",NA,NA,"Dylan DeMelo hit Rasmus Sandin"
2019020001,591,5,5,"5v5",NA,NA,NA
2019020001,592,5,5,"5v5",NA,NA,"Giveaway by Mark Borowiecki"
2019020001,593,5,5,"5v5",NA,NA,"Takeaway by Artem Anisimov"
2019020001,594,5,5,"5v5",NA,NA,"Ilya Mikheyev (1) Wrist Shot, assists: Tyson Barrie (2)"
2019020001,595,5,5,"5v5",NA,NA,NA
2019020001,596,5,5,"5v5",NA,NA,NA
2019020001,597,5,5,"5v5",NA,NA,"Alexander Kerfoot faceoff won against Chris Tierney"
2019020001,598,5,5,"5v5",NA,NA,"Chris Tierney hit Alexander Kerfoot"
2019020001,599,5,5,"5v5",NA,NA,NA
2019020001,600,5,5,"5v5",NA,NA,"Chris Tierney faceoff won against Alexander Kerfoot"
2019020001,601,5,5,"5v5",NA,NA,"Bobby Ryan hit Alexander Kerfoot"
2019020001,602,5,5,"5v5",NA,NA,NA
2019020001,603,5,5,"5v5",NA,NA,NA
2019020001,604,5,5,"5v5",NA,NA,"Nikita Zaitsev Wrist Shot saved by Frederik Andersen"
2019020001,605,5,5,"5v5",NA,NA,NA
2019020001,606,5,5,"5v5",NA,NA,NA
2019020001,607,5,5,"5v5",NA,NA,NA
2019020001,608,5,5,"5v5",NA,NA,"Frederik Gauthier faceoff won against Colin White"
2019020001,609,5,5,"5v5",NA,NA,NA
2019020001,610,5,5,"5v5",NA,NA,NA
2019020001,611,5,5,"5v5",NA,NA,NA
2019020001,612,5,5,"5v5",NA,NA,NA
2019020001,613,5,5,"5v5",NA,NA,"Filip Chlapik hit Tyson Barrie"
2019020001,614,5,5,"5v5",NA,NA,NA
2019020001,615,5,5,"5v5",NA,NA,"Giveaway by William Nylander"
2019020001,616,5,5,"5v5",NA,NA,"Giveaway by Frederik Andersen"
2019020001,617,5,5,"5v5",NA,NA,NA
2019020001,618,5,5,"5v5",NA,NA,NA
2019020001,619,5,5,"5v5",NA,NA,NA
2019020001,620,5,5,"5v5",NA,NA,NA
2019020001,621,5,5,"5v5",NA,NA,"Chris Tierney faceoff won against John Tavares"
2019020001,622,5,5,"5v5",NA,NA,"Anthony Duclair hit Rasmus Sandin"
2019020001,623,5,5,"5v5",NA,NA,NA
2019020001,624,5,5,"5v5",NA,NA,"Chris Tierney hit John Tavares"
2019020001,625,5,5,"5v5",NA,NA,NA
2019020001,626,5,5,"5v5",NA,NA,NA
2019020001,627,5,5,"5v5",NA,NA,"Ron Hainsey hit John Tavares"
2019020001,628,5,5,"5v5",NA,NA,NA
2019020001,629,5,5,"5v5",NA,NA,NA
2019020001,630,5,5,"5v5",NA,NA,"Giveaway by Trevor Moore"
2019020001,631,5,5,"5v5",NA,NA,"Scott Sabourin Over Net"
2019020001,632,5,5,"5v5",NA,NA,NA
2019020001,633,5,5,"5v5",NA,NA,NA
2019020001,634,5,5,"5v5",NA,NA,"Artem Anisimov faceoff won against Alexander Kerfoot"
2019020001,635,5,5,"5v5",NA,NA,"Erik Brannstrom shot blocked shot by Ilya Mikheyev"
2019020001,636,5,5,"5v5",NA,NA,NA
2019020001,637,5,5,"5v5",NA,NA,"Alexander Kerfoot faceoff won against Artem Anisimov"
2019020001,638,5,5,"5v5",NA,NA,"Trevor Moore Slap Shot saved by Craig Anderson"
2019020001,639,5,5,"5v5",NA,NA,"Scott Sabourin Backhand saved by Frederik Andersen"
2019020001,640,5,5,"5v5",NA,NA,NA
2019020001,641,5,5,"5v5",NA,NA,NA
2019020001,642,5,5,"5v5",NA,NA,NA
2019020001,643,5,5,"5v5",NA,NA,"Nicholas Shore faceoff won against Brady Tkachuk"
2019020001,644,5,5,"5v5",NA,NA,"Thomas Chabot Slap Shot saved by Frederik Andersen"
2019020001,645,5,5,"5v5",NA,NA,"Brady Tkachuk hit Dmytro Timashov"
2019020001,646,5,5,"5v5",NA,NA,"Brady Tkachuk hit Rasmus Sandin"
2019020001,647,5,5,"5v5",NA,NA,"Martin Marincin Wrist Shot saved by Craig Anderson"
2019020001,648,5,5,"5v5",NA,NA,NA
2019020001,649,5,5,"5v5",NA,NA,NA
2019020001,650,5,5,"5v5",NA,NA,NA
2019020001,651,5,5,"5v5",NA,NA,"Bobby Ryan hit Cody Ceci"
2019020001,652,5,5,"5v5",NA,NA,"Dylan DeMelo hit William Nylander"
2019020001,653,5,5,"5v5",NA,NA,NA
2019020001,654,5,5,"5v5",NA,NA,NA
2019020001,655,5,5,"5v5",NA,NA,"Bobby Ryan Wide of Net"
2019020001,656,5,5,"5v5",NA,NA,NA
2019020001,657,5,5,"5v5",NA,NA,NA
2019020001,658,5,5,"5v5",NA,NA,"Giveaway by John Tavares"
2019020001,659,5,5,"5v5",NA,NA,"Scott Sabourin Slap Shot saved by Frederik Andersen"
2019020001,660,5,5,"5v5",NA,NA,"Ron Hainsey shot blocked shot by Cody Ceci"
2019020001,661,5,5,"5v5",NA,NA,NA
2019020001,662,5,5,"5v5",NA,NA,NA
2019020001,663,5,5,"5v5",NA,NA,NA
2019020001,664,5,5,"5v5",NA,NA,"Mitchell Marner Wrist Shot saved by Craig Anderson"
2019020001,665,5,5,"5v5",NA,NA,NA
2019020001,666,5,5,"5v5",NA,NA,NA
2019020001,667,5,5,"5v5",NA,NA,NA
2019020001,668,5,5,"5v5",NA,NA,"Colin White faceoff won against Trevor Moore"
2019020001,669,5,5,"5v5",NA,NA,"Alexander Kerfoot Wide of Net"
2019020001,670,5,5,"5v5",NA,NA,"Thomas Chabot shot blocked shot by Trevor Moore"
2019020001,671,5,5,"5v5",NA,NA,"Giveaway by Ilya Mikheyev"
2019020001,672,5,5,"5v5",NA,NA,NA
2019020001,673,5,5,"5v5",NA,NA,NA
2019020001,674,5,5,"5v5",NA,NA,NA
2019020001,675,5,5,"5v5",NA,NA,NA
2019020001,676,5,5,"5v5",NA,NA,NA
2019020001,677,5,5,"5v5",NA,NA,"Mark Borowiecki shot blocked shot by Andreas Johnsson"
2019020001,678,5,5,"5v5",NA,NA,"Giveaway by Frederik Andersen"
2019020001,679,5,5,"5v5",NA,NA,"Bobby Ryan Wide of Net"
2019020001,680,5,5,"5v5",NA,NA,"Chris Tierney Wrist Shot saved by Frederik Andersen"
2019020001,681,5,5,"5v5",NA,NA,"Bobby Ryan (1) Wrist Shot, assists: Chris Tierney (1), Mark Borowiecki (1)"
2019020001,682,5,5,"5v5",NA,NA,NA
2019020001,683,5,5,"5v5",NA,NA,NA
2019020001,684,5,5,"5v5",NA,NA,"Artem Anisimov faceoff won against Alexander Kerfoot"
2019020001,685,5,6,"5vE",NA,"CRAIG.ANDERSON",NA
2019020001,686,5,6,"5vE",NA,NA,NA
2019020001,687,5,6,"5vE",NA,NA,NA
2019020001,688,5,6,"5vE",NA,NA,NA
2019020001,689,5,6,"5vE",NA,NA,"John Tavares faceoff won against Colin White"
2019020001,690,5,6,"5vE",NA,NA,NA
2019020001,691,5,6,"5vE",NA,NA,"Colin White faceoff won against John Tavares"
2019020001,692,5,6,"5vE",NA,NA,"Thomas Chabot Slap Shot saved by Frederik Andersen"
2019020001,693,5,6,"5vE",NA,NA,"Anthony Duclair Wrist Shot saved by Frederik Andersen"
2019020001,694,5,6,"5vE",NA,NA,NA
2019020001,695,5,6,"5vE",NA,NA,NA
2019020001,696,5,6,"5vE",NA,NA,NA
2019020001,697,5,6,"5vE",NA,NA,"Nicholas Shore faceoff won against Chris Tierney"
2019020001,698,5,6,"5vE",NA,NA,NA
2019020001,699,5,5,"5v5",NA,"CRAIG.ANDERSON",NA
2019020001,700,5,5,"5v5",NA,NA,NA
2019020001,701,5,5,"5v5",NA,NA,"Auston Matthews faceoff won against Chris Tierney"
2019020001,702,5,5,"5v5",NA,NA,"Cody Ceci shot blocked shot by Tyler Ennis"
2019020001,703,5,6,"5vE",NA,"CRAIG.ANDERSON",NA
2019020001,704,5,6,"5vE",NA,NA,"Giveaway by Auston Matthews"
2019020001,705,5,6,"5vE",NA,NA,"Thomas Chabot Wrist Shot saved by Frederik Andersen"
2019020001,706,5,6,"5vE",NA,NA,"Auston Matthews Wide of Net"
2019020001,707,5,6,"5vE",NA,NA,NA
2019020001,708,5,0,"5v0",NA,NA,NA
2019020001,709,0,0,"0v0","FREDERIK.ANDERSEN",NA,NA
2019020001,710,0,0,"0v0",NA,NA,NA
2019020001,711,0,0,"0v0",NA,NA,NA
