"player","num_last_first","player_team_num","position","position_type","game_id","game_date","season","session","team","opponent","is_home","game_period","shift_num","seconds_start","seconds_end","seconds_duration","shift_start","shift_end","duration","shift_mod"
"TREVOR.MOORE","42 MOORE, TREVOR","TOR42","C","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,21,2762,2790,28,"6:02","6:30","00:28",0
"ARTEM.ANISIMOV","51 ANISIMOV, ARTEM","OTT51","C","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,22,2789,2859,70,"6:29","7:39","01:10",0
"BOBBY.RYAN","9 RYAN, BOBBY","OTT9","R","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,17,2789,2859,70,"6:29","7:39","01:10",0
"CHRIS.TIERNEY","71 TIERNEY, CHRIS","OTT71","C","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,19,2789,2847,58,"6:29","7:27","00:58",0
"ERIK.BRANNSTROM","26 BRANNSTROM, ERIK","OTT26","D","D",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,17,2789,2857,68,"6:29","7:37","01:08",0
"TYLER.ENNIS","63 ENNIS, TYLER","OTT63","C","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,19,2789,2859,70,"6:29","7:39","01:10",0
"CODY.CECI","83 CECI, CODY","TOR83","D","D",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,21,2790,2833,43,"6:30","7:13","00:43",0
"FREDERIK.GAUTHIER","33 GAUTHIER, FREDERIK","TOR33","C","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,14,2790,2812,22,"6:30","6:52","00:22",0
"ILYA.MIKHEYEV","65 MIKHEYEV, ILYA","TOR65","R","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,21,2790,2812,22,"6:30","6:52","00:22",0
"JAKE.MUZZIN","8 MUZZIN, JAKE","TOR8","D","D",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,24,2790,2833,43,"6:30","7:13","00:43",0
"MITCH.MARNER","16 MARNER, MITCHELL","TOR16","C","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,23,2812,2842,30,"6:52","7:22","00:30",0
"NICK.SHORE","26 SHORE, NICHOLAS","TOR26","C","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,13,2812,2833,21,"6:52","7:13","00:21",0
"KASPERI.KAPANEN","24 KAPANEN, KASPERI","TOR24","R","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,22,2833,2859,26,"7:13","7:39","00:26",0
"MARTIN.MARINCIN","52 MARINCIN, MARTIN","TOR52","D","D",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,16,2833,2859,26,"7:13","7:39","00:26",0
"MORGAN.RIELLY","44 RIELLY, MORGAN","TOR44","D","D",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,22,2833,2921,88,"7:13","8:41","01:28",0
"TREVOR.MOORE","42 MOORE, TREVOR","TOR42","C","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,22,2842,2859,17,"7:22","7:39","00:17",0
"DYLAN.DEMELO","2 DEMELO, DYLAN","OTT2","D","D",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,21,2847,2874,27,"7:27","7:54","00:27",0
"DMYTRO.TIMASHOV","41 TIMASHOV, DMYTRO","TOR41","L","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,13,2855,2859,4,"7:35","7:39","00:04",0
"MARK.BOROWIECKI","74 BOROWIECKI, MARK","OTT74","D","D",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,22,2857,2874,17,"7:37","7:54","00:17",0
"BRADY.TKACHUK","7 TKACHUK, BRADY","OTT7","L","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,19,2859,2913,54,"7:39","8:33","00:54",0
"COLIN.WHITE2","36 WHITE, COLIN","OTT36","C","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,19,2859,2913,54,"7:39","8:33","00:54",0
"SCOTT.SABOURIN","49 SABOURIN, SCOTT","OTT49","R","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,10,2859,2913,54,"7:39","8:33","00:54",0
"ANDREAS.JOHNSSON","18 JOHNSSON, ANDREAS","TOR18","L","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,18,2859,2914,55,"7:39","8:34","00:55",0
"AUSTON.MATTHEWS","34 MATTHEWS, AUSTON","TOR34","C","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,19,2859,2914,55,"7:39","8:34","00:55",0
"CODY.CECI","83 CECI, CODY","TOR83","D","D",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,22,2859,2921,62,"7:39","8:41","01:02",0
"WILLIAM.NYLANDER","88 NYLANDER, WILLIAM","TOR88","C","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,19,2859,2914,55,"7:39","8:34","00:55",0
"NIKITA.ZAITSEV","22 ZAITSEV, NIKITA","OTT22","D","D",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,24,2874,2913,39,"7:54","8:33","00:39",0
"THOMAS.CHABOT","72 CHABOT, THOMAS","OTT72","D","D",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,24,2874,2913,39,"7:54","8:33","00:39",0
"ARTEM.ANISIMOV","51 ANISIMOV, ARTEM","OTT51","C","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,23,2913,2983,70,"8:33","9:43","01:10",0
"DRAKE.BATHERSON","19 BATHERSON, DRAKE","OTT19","C","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,14,2913,2983,70,"8:33","9:43","01:10",0
"ERIK.BRANNSTROM","26 BRANNSTROM, ERIK","OTT26","D","D",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,18,2913,2958,45,"8:33","9:18","00:45",0
"RON.HAINSEY","81 HAINSEY, RON","OTT81","D","D",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,25,2913,2958,45,"8:33","9:18","00:45",0
"TYLER.ENNIS","63 ENNIS, TYLER","OTT63","C","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,20,2913,2983,70,"8:33","9:43","01:10",0
"JOHN.TAVARES","91 TAVARES, JOHN","TOR91","C","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,21,2914,2983,69,"8:34","9:43","01:09",0
"KASPERI.KAPANEN","24 KAPANEN, KASPERI","TOR24","R","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,23,2914,2968,54,"8:34","9:28","00:54",0
"MITCH.MARNER","16 MARNER, MITCHELL","TOR16","C","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,24,2914,2963,49,"8:34","9:23","00:49",0
"MARTIN.MARINCIN","52 MARINCIN, MARTIN","TOR52","D","D",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,17,2921,2963,42,"8:41","9:23","00:42",0
"RASMUS.SANDIN","38 SANDIN, RASMUS","TOR38","D","D",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,10,2921,2968,47,"8:41","9:28","00:47",0
"DYLAN.DEMELO","2 DEMELO, DYLAN","OTT2","D","D",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,22,2958,2983,25,"9:18","9:43","00:25",0
"MARK.BOROWIECKI","74 BOROWIECKI, MARK","OTT74","D","D",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,23,2958,2983,25,"9:18","9:43","00:25",0
"JAKE.MUZZIN","8 MUZZIN, JAKE","TOR8","D","D",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,25,2963,3032,69,"9:23","10:32","01:09",0
"TREVOR.MOORE","42 MOORE, TREVOR","TOR42","C","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,23,2963,3030,67,"9:23","10:30","01:07",0
"ILYA.MIKHEYEV","65 MIKHEYEV, ILYA","TOR65","R","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,22,2968,3032,64,"9:28","10:32","01:04",0
"TYSON.BARRIE","94 BARRIE, TYSON","TOR94","D","D",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,23,2968,3032,64,"9:28","10:32","01:04",0
"ANTHONY.DUCLAIR","10 DUCLAIR, ANTHONY","OTT10","L","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,22,2983,3030,47,"9:43","10:30","00:47",0
"BOBBY.RYAN","9 RYAN, BOBBY","OTT9","R","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,18,2983,3032,49,"9:43","10:32","00:49",0
"CHRIS.TIERNEY","71 TIERNEY, CHRIS","OTT71","C","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,20,2983,3032,49,"9:43","10:32","00:49",0
"NIKITA.ZAITSEV","22 ZAITSEV, NIKITA","OTT22","D","D",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,25,2983,3032,49,"9:43","10:32","00:49",0
"THOMAS.CHABOT","72 CHABOT, THOMAS","OTT72","D","D",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,25,2983,3032,49,"9:43","10:32","00:49",0
"ALEX.KERFOOT","15 KERFOOT, ALEXANDER","TOR15","C","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,20,2983,3032,49,"9:43","10:32","00:49",0
"FILIP.CHLAPIK","78 CHLAPIK, FILIP","OTT78","C","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,10,3030,3032,2,"10:30","10:32","00:02",0
"FREDERIK.GAUTHIER","33 GAUTHIER, FREDERIK","TOR33","C","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,15,3030,3069,39,"10:30","11:09","00:39",0
"BRADY.TKACHUK","7 TKACHUK, BRADY","OTT7","L","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,20,3032,3095,63,"10:32","11:35","01:03",0
"COLIN.WHITE2","36 WHITE, COLIN","OTT36","C","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,20,3032,3088,56,"10:32","11:28","00:56",0
"CONNOR.BROWN","28 BROWN, CONNOR","OTT28","R","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,23,3032,3088,56,"10:32","11:28","00:56",0
"ERIK.BRANNSTROM","26 BRANNSTROM, ERIK","OTT26","D","D",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,19,3032,3059,27,"10:32","10:59","00:27",0
"RON.HAINSEY","81 HAINSEY, RON","OTT81","D","D",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,26,3032,3059,27,"10:32","10:59","00:27",0
"CODY.CECI","83 CECI, CODY","TOR83","D","D",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,23,3032,3069,37,"10:32","11:09","00:37",0
"DMYTRO.TIMASHOV","41 TIMASHOV, DMYTRO","TOR41","L","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,14,3032,3069,37,"10:32","11:09","00:37",0
"MORGAN.RIELLY","44 RIELLY, MORGAN","TOR44","D","D",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,23,3032,3069,37,"10:32","11:09","00:37",0
"NICK.SHORE","26 SHORE, NICHOLAS","TOR26","C","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,14,3032,3069,37,"10:32","11:09","00:37",0
"DYLAN.DEMELO","2 DEMELO, DYLAN","OTT2","D","D",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,23,3059,3110,51,"10:59","11:50","00:51",0
"MARK.BOROWIECKI","74 BOROWIECKI, MARK","OTT74","D","D",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,24,3059,3110,51,"10:59","11:50","00:51",0
"ANDREAS.JOHNSSON","18 JOHNSSON, ANDREAS","TOR18","L","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,19,3069,3129,60,"11:09","12:09","01:00",0
"AUSTON.MATTHEWS","34 MATTHEWS, AUSTON","TOR34","C","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,20,3069,3122,53,"11:09","12:02","00:53",0
"JAKE.MUZZIN","8 MUZZIN, JAKE","TOR8","D","D",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,26,3069,3122,53,"11:09","12:02","00:53",0
"TYSON.BARRIE","94 BARRIE, TYSON","TOR94","D","D",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,24,3069,3122,53,"11:09","12:02","00:53",0
"WILLIAM.NYLANDER","88 NYLANDER, WILLIAM","TOR88","C","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,20,3069,3122,53,"11:09","12:02","00:53",0
"DRAKE.BATHERSON","19 BATHERSON, DRAKE","OTT19","C","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,15,3088,3130,42,"11:28","12:10","00:42",0
"JEAN-GABRIEL.PAGEAU","44 PAGEAU, JEAN-GABRIEL","OTT44","C","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,19,3088,3130,42,"11:28","12:10","00:42",0
"FILIP.CHLAPIK","78 CHLAPIK, FILIP","OTT78","C","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,11,3095,3130,35,"11:35","12:10","00:35",0
"NIKITA.ZAITSEV","22 ZAITSEV, NIKITA","OTT22","D","D",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,26,3110,3171,61,"11:50","12:51","01:01",0
"THOMAS.CHABOT","72 CHABOT, THOMAS","OTT72","D","D",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,26,3110,3171,61,"11:50","12:51","01:01",0
"JOHN.TAVARES","91 TAVARES, JOHN","TOR91","C","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,22,3122,3185,63,"12:02","13:05","01:03",0
"MARTIN.MARINCIN","52 MARINCIN, MARTIN","TOR52","D","D",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,18,3122,3176,54,"12:02","12:56","00:54",0
"MITCH.MARNER","16 MARNER, MITCHELL","TOR16","C","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,25,3122,3176,54,"12:02","12:56","00:54",0
"RASMUS.SANDIN","38 SANDIN, RASMUS","TOR38","D","D",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,11,3122,3159,37,"12:02","12:39","00:37",0
"KASPERI.KAPANEN","24 KAPANEN, KASPERI","TOR24","R","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,24,3129,3176,47,"12:09","12:56","00:47",0
"ANTHONY.DUCLAIR","10 DUCLAIR, ANTHONY","OTT10","L","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,23,3130,3171,41,"12:10","12:51","00:41",0
"BOBBY.RYAN","9 RYAN, BOBBY","OTT9","R","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,19,3130,3180,50,"12:10","13:00","00:50",0
"CHRIS.TIERNEY","71 TIERNEY, CHRIS","OTT71","C","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,21,3130,3171,41,"12:10","12:51","00:41",0
"MORGAN.RIELLY","44 RIELLY, MORGAN","TOR44","D","D",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,24,3159,3189,30,"12:39","13:09","00:30",0
"ARTEM.ANISIMOV","51 ANISIMOV, ARTEM","OTT51","C","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,24,3171,3237,66,"12:51","13:57","01:06",0
"ERIK.BRANNSTROM","26 BRANNSTROM, ERIK","OTT26","D","D",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,20,3171,3237,66,"12:51","13:57","01:06",0
"RON.HAINSEY","81 HAINSEY, RON","OTT81","D","D",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,27,3171,3237,66,"12:51","13:57","01:06",0
"TYLER.ENNIS","63 ENNIS, TYLER","OTT63","C","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,21,3171,3237,66,"12:51","13:57","01:06",0
"CODY.CECI","83 CECI, CODY","TOR83","D","D",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,24,3176,3189,13,"12:56","13:09","00:13",0
"ILYA.MIKHEYEV","65 MIKHEYEV, ILYA","TOR65","R","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,23,3176,3237,61,"12:56","13:57","01:01",0
"TREVOR.MOORE","42 MOORE, TREVOR","TOR42","C","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,24,3176,3237,61,"12:56","13:57","01:01",0
"SCOTT.SABOURIN","49 SABOURIN, SCOTT","OTT49","R","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,11,3180,3237,57,"13:00","13:57","00:57",0
"ALEX.KERFOOT","15 KERFOOT, ALEXANDER","TOR15","C","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,21,3185,3237,52,"13:05","13:57","00:52",0
"MARTIN.MARINCIN","52 MARINCIN, MARTIN","TOR52","D","D",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,19,3189,3300,111,"13:09","15:00","01:51",0
"RASMUS.SANDIN","38 SANDIN, RASMUS","TOR38","D","D",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,12,3189,3300,111,"13:09","15:00","01:51",0
"BRADY.TKACHUK","7 TKACHUK, BRADY","OTT7","L","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,21,3237,3300,63,"13:57","15:00","01:03",0
"COLIN.WHITE2","36 WHITE, COLIN","OTT36","C","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,21,3237,3300,63,"13:57","15:00","01:03",0
"CONNOR.BROWN","28 BROWN, CONNOR","OTT28","R","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,24,3237,3300,63,"13:57","15:00","01:03",0
"NIKITA.ZAITSEV","22 ZAITSEV, NIKITA","OTT22","D","D",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,27,3237,3308,71,"13:57","15:08","01:11",0
"THOMAS.CHABOT","72 CHABOT, THOMAS","OTT72","D","D",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,27,3237,3300,63,"13:57","15:00","01:03",0
"DMYTRO.TIMASHOV","41 TIMASHOV, DMYTRO","TOR41","L","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,15,3237,3300,63,"13:57","15:00","01:03",0
"FREDERIK.GAUTHIER","33 GAUTHIER, FREDERIK","TOR33","C","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,16,3237,3300,63,"13:57","15:00","01:03",0
"NICK.SHORE","26 SHORE, NICHOLAS","TOR26","C","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,15,3237,3300,63,"13:57","15:00","01:03",0
"BOBBY.RYAN","9 RYAN, BOBBY","OTT9","R","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,20,3300,3345,45,"15:00","15:45","00:45",0
"JEAN-GABRIEL.PAGEAU","44 PAGEAU, JEAN-GABRIEL","OTT44","C","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,20,3300,3369,69,"15:00","16:09","01:09",0
"MARK.BOROWIECKI","74 BOROWIECKI, MARK","OTT74","D","D",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,25,3300,3339,39,"15:00","15:39","00:39",0
"TYLER.ENNIS","63 ENNIS, TYLER","OTT63","C","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,22,3300,3369,69,"15:00","16:09","01:09",0
"ANDREAS.JOHNSSON","18 JOHNSSON, ANDREAS","TOR18","L","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,20,3300,3335,35,"15:00","15:35","00:35",0
"AUSTON.MATTHEWS","34 MATTHEWS, AUSTON","TOR34","C","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,21,3300,3335,35,"15:00","15:35","00:35",0
"CODY.CECI","83 CECI, CODY","TOR83","D","D",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,25,3300,3372,72,"15:00","16:12","01:12",0
"MORGAN.RIELLY","44 RIELLY, MORGAN","TOR44","D","D",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,25,3300,3372,72,"15:00","16:12","01:12",0
"WILLIAM.NYLANDER","88 NYLANDER, WILLIAM","TOR88","C","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,21,3300,3341,41,"15:00","15:41","00:41",0
"DYLAN.DEMELO","2 DEMELO, DYLAN","OTT2","D","D",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,24,3308,3339,31,"15:08","15:39","00:31",0
"JOHN.TAVARES","91 TAVARES, JOHN","TOR91","C","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,23,3335,3386,51,"15:35","16:26","00:51",0
"KASPERI.KAPANEN","24 KAPANEN, KASPERI","TOR24","R","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,25,3335,3372,37,"15:35","16:12","00:37",0
"ERIK.BRANNSTROM","26 BRANNSTROM, ERIK","OTT26","D","D",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,21,3339,3382,43,"15:39","16:22","00:43",0
"RON.HAINSEY","81 HAINSEY, RON","OTT81","D","D",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,28,3339,3382,43,"15:39","16:22","00:43",0
"MITCH.MARNER","16 MARNER, MITCHELL","TOR16","C","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,26,3341,3386,45,"15:41","16:26","00:45",0
"SCOTT.SABOURIN","49 SABOURIN, SCOTT","OTT49","R","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,12,3345,3386,41,"15:45","16:26","00:41",0
"ANTHONY.DUCLAIR","10 DUCLAIR, ANTHONY","OTT10","L","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,24,3369,3386,17,"16:09","16:26","00:17",0
"COLIN.WHITE2","36 WHITE, COLIN","OTT36","C","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,22,3369,3429,60,"16:09","17:09","01:00",0
"ILYA.MIKHEYEV","65 MIKHEYEV, ILYA","TOR65","R","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,24,3372,3425,53,"16:12","17:05","00:53",0
"JAKE.MUZZIN","8 MUZZIN, JAKE","TOR8","D","D",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,27,3372,3386,14,"16:12","16:26","00:14",0
"TYSON.BARRIE","94 BARRIE, TYSON","TOR94","D","D",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,25,3372,3386,14,"16:12","16:26","00:14",0
"NIKITA.ZAITSEV","22 ZAITSEV, NIKITA","OTT22","D","D",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,28,3382,3439,57,"16:22","17:19","00:57",0
"THOMAS.CHABOT","72 CHABOT, THOMAS","OTT72","D","D",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,28,3382,3439,57,"16:22","17:19","00:57",0
"BRADY.TKACHUK","7 TKACHUK, BRADY","OTT7","L","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,22,3386,3440,54,"16:26","17:20","00:54",0
"CONNOR.BROWN","28 BROWN, CONNOR","OTT28","R","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,25,3386,3425,39,"16:26","17:05","00:39",0
"ALEX.KERFOOT","15 KERFOOT, ALEXANDER","TOR15","C","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,22,3386,3425,39,"16:26","17:05","00:39",0
"CODY.CECI","83 CECI, CODY","TOR83","D","D",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,26,3386,3425,39,"16:26","17:05","00:39",0
"MORGAN.RIELLY","44 RIELLY, MORGAN","TOR44","D","D",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,26,3386,3425,39,"16:26","17:05","00:39",0
"TREVOR.MOORE","42 MOORE, TREVOR","TOR42","C","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,25,3386,3425,39,"16:26","17:05","00:39",0
"BOBBY.RYAN","9 RYAN, BOBBY","OTT9","R","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,21,3425,3465,40,"17:05","17:45","00:40",0
"ANDREAS.JOHNSSON","18 JOHNSSON, ANDREAS","TOR18","L","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,21,3425,3465,40,"17:05","17:45","00:40",0
"AUSTON.MATTHEWS","34 MATTHEWS, AUSTON","TOR34","C","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,22,3425,3465,40,"17:05","17:45","00:40",0
"JAKE.MUZZIN","8 MUZZIN, JAKE","TOR8","D","D",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,28,3425,3488,63,"17:05","18:08","01:03",0
"TYSON.BARRIE","94 BARRIE, TYSON","TOR94","D","D",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,26,3425,3465,40,"17:05","17:45","00:40",0
"WILLIAM.NYLANDER","88 NYLANDER, WILLIAM","TOR88","C","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,22,3425,3465,40,"17:05","17:45","00:40",0
"CHRIS.TIERNEY","71 TIERNEY, CHRIS","OTT71","C","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,22,3429,3488,59,"17:09","18:08","00:59",0
"DYLAN.DEMELO","2 DEMELO, DYLAN","OTT2","D","D",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,25,3439,3465,26,"17:19","17:45","00:26",0
"MARK.BOROWIECKI","74 BOROWIECKI, MARK","OTT74","D","D",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,26,3439,3465,26,"17:19","17:45","00:26",0
"ANTHONY.DUCLAIR","10 DUCLAIR, ANTHONY","OTT10","L","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,25,3440,3465,25,"17:20","17:45","00:25",0
"ARTEM.ANISIMOV","51 ANISIMOV, ARTEM","OTT51","C","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,25,3465,3488,23,"17:45","18:08","00:23",0
"ERIK.BRANNSTROM","26 BRANNSTROM, ERIK","OTT26","D","D",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,22,3465,3600,135,"17:45","20:00","02:15",0
"RON.HAINSEY","81 HAINSEY, RON","OTT81","D","D",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,29,3465,3488,23,"17:45","18:08","00:23",0
"TYLER.ENNIS","63 ENNIS, TYLER","OTT63","C","F",2019020001,"2019-10-02",20192020,"R","OTT","TOR",0,3,23,3465,3488,23,"17:45","18:08","00:23",0
"ALEX.KERFOOT","15 KERFOOT, ALEXANDER","TOR15","C","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,23,3465,3488,23,"17:45","18:08","00:23",0
"ILYA.MIKHEYEV","65 MIKHEYEV, ILYA","TOR65","R","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,25,3465,3488,23,"17:45","18:08","00:23",0
"MARTIN.MARINCIN","52 MARINCIN, MARTIN","TOR52","D","D",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,20,3465,3488,23,"17:45","18:08","00:23",0
"TREVOR.MOORE","42 MOORE, TREVOR","TOR42","C","F",2019020001,"2019-10-02",20192020,"R","TOR","OTT",1,3,26,3465,3488,23,"17:45","18:08","00:23",0
