"player","position","position_type","game_id","game_date","season","session","team","opponent","is_home","player_num","player_team_num"
"TOBIAS.RIEDER","C","F",2019020103,"2019-10-17",20192020,"R","CGY","DET",1,16,"CGY16"
"FILIP.FORSBERG","L","F",2019020104,"2019-10-17",20192020,"R","NSH","ARI",0,9,"NSH9"
"MATT.IRWIN","D","D",2019020104,"2019-10-17",20192020,"R","NSH","ARI",0,52,"NSH52"
"BARRETT.HAYTON","C","F",2019020104,"2019-10-17",20192020,"R","ARI","NSH",1,29,"ARI29"
"ERIC.COMRIE","G","G",2019020104,"2019-10-17",20192020,"R","ARI","NSH",1,1,"ARI1"
"ILYA.LYUBUSHKIN","D","D",2019020104,"2019-10-17",20192020,"R","ARI","NSH",1,46,"ARI46"
"ARTEM.ANISIMOV","C","F",2019020105,"2019-10-17",20192020,"R","OTT","VGK",0,51,"OTT51"
"CODY.GOLOUBEF","D","D",2019020105,"2019-10-17",20192020,"R","OTT","VGK",0,29,"OTT29"
"MIKKEL.BOEDKER","L","F",2019020105,"2019-10-17",20192020,"R","OTT","VGK",0,89,"OTT89"
"JAKE.BISCHOFF","D","D",2019020105,"2019-10-17",20192020,"R","VGK","OTT",1,45,"VGK45"
"MALCOLM.SUBBAN","G","G",2019020105,"2019-10-17",20192020,"R","VGK","OTT",1,30,"VGK30"
"CURTIS.LAZAR","C","F",2019020106,"2019-10-17",20192020,"R","BUF","L.A",0,27,"BUF27"
"EVAN.RODRIGUES","C","F",2019020106,"2019-10-17",20192020,"R","BUF","L.A",0,71,"BUF71"
"JOHN.GILMOUR","D","D",2019020106,"2019-10-17",20192020,"R","BUF","L.A",0,58,"BUF58"
"CARL.GRUNDSTROM","R","F",2019020106,"2019-10-17",20192020,"R","L.A","BUF",1,38,"L.A38"
"KURTIS.MACDERMID","D","D",2019020106,"2019-10-17",20192020,"R","L.A","BUF",1,56,"L.A56"
"TOBIAS.BJORNFOT","D","D",2019020106,"2019-10-17",20192020,"R","L.A","BUF",1,33,"L.A33"
"MARK.BARBERIO","D","D",2019020107,"2019-10-18",20192020,"R","COL","FLA",0,44,"COL44"
"VALERI.NICHUSHKIN","R","F",2019020107,"2019-10-18",20192020,"R","COL","FLA",0,13,"COL13"
"VLADISLAV.KAMENEV","C","F",2019020107,"2019-10-18",20192020,"R","COL","FLA",0,81,"COL81"
"HENRIK.BORGSTROM","C","F",2019020107,"2019-10-18",20192020,"R","FLA","COL",1,95,"FLA95"
"JAYCE.HAWRYLUK","C","F",2019020107,"2019-10-18",20192020,"R","FLA","COL",1,8,"FLA8"
"JOEL.HANLEY","D","D",2019020108,"2019-10-18",20192020,"R","DAL","PIT",0,39,"DAL39"
"RHETT.GARDNER","C","F",2019020108,"2019-10-18",20192020,"R","DAL","PIT",0,49,"DAL49"
"CHAD.RUHWEDEL","D","D",2019020108,"2019-10-18",20192020,"R","PIT","DAL",1,2,"PIT2"
"ERIK.GUDBRANSON","D","D",2019020108,"2019-10-18",20192020,"R","PIT","DAL",1,44,"PIT44"
"JUUSO.RIIKOLA","D","D",2019020108,"2019-10-18",20192020,"R","PIT","DAL",1,50,"PIT50"
"GREG.MCKEGG","C","F",2019020109,"2019-10-18",20192020,"R","NYR","WSH",0,14,"NYR14"
"MARTIN.FEHERVARY","D","D",2019020109,"2019-10-18",20192020,"R","WSH","NYR",1,42,"WSH42"
"TRAVIS.BOYD","C","F",2019020109,"2019-10-18",20192020,"R","WSH","NYR",1,72,"WSH72"
"TYLER.LEWINGTON","D","D",2019020109,"2019-10-18",20192020,"R","WSH","NYR",1,78,"WSH78"
"DEAN.KUKAN","D","D",2019020110,"2019-10-18",20192020,"R","CBJ","CHI",0,46,"CBJ46"
"MARKUS.HANNIKAINEN","L","F",2019020110,"2019-10-18",20192020,"R","CBJ","CHI",0,37,"CBJ37"
"SCOTT.HARRINGTON","D","D",2019020110,"2019-10-18",20192020,"R","CBJ","CHI",0,4,"CBJ4"
"BRENDAN.PERLINI","L","F",2019020110,"2019-10-18",20192020,"R","CHI","CBJ",1,11,"CHI11"
"KIRBY.DACH","C","F",2019020110,"2019-10-18",20192020,"R","CHI","CBJ",1,77,"CHI77"
"SLATER.KOEKKOEK","D","D",2019020110,"2019-10-18",20192020,"R","CHI","CBJ",1,68,"CHI68"
"ALEX.BIEGA","D","D",2019020111,"2019-10-18",20192020,"R","DET","EDM",0,3,"DET3"
"CHRISTOFFER.EHN","C","F",2019020111,"2019-10-18",20192020,"R","DET","EDM",0,70,"DET70"
"DENNIS.CHOLOWSKI","D","D",2019020111,"2019-10-18",20192020,"R","DET","EDM",0,21,"DET21"
"JOEL.PERSSON","D","D",2019020111,"2019-10-18",20192020,"R","EDM","DET",1,36,"EDM36"
"MARKUS.GRANLUND","C","F",2019020111,"2019-10-18",20192020,"R","EDM","DET",1,60,"EDM60"
"WILLIAM.LAGESSON","D","D",2019020111,"2019-10-18",20192020,"R","EDM","DET",1,84,"EDM84"
"ADAM.GAUDETTE","C","F",2019020113,"2019-10-19",20192020,"R","VAN","N.J",0,88,"VAN88"
"ASHTON.SAUTNER","D","D",2019020113,"2019-10-19",20192020,"R","VAN","N.J",0,29,"VAN29"
"LOUI.ERIKSSON","L","F",2019020113,"2019-10-19",20192020,"R","VAN","N.J",0,21,"VAN21"
"CONNOR.CARRICK","D","D",2019020113,"2019-10-19",20192020,"R","N.J","VAN",1,5,"N.J5"
"JESPER.BOQVIST","C","F",2019020113,"2019-10-19",20192020,"R","N.J","VAN",1,90,"N.J90"
"NICO.HISCHIER","C","F",2019020113,"2019-10-19",20192020,"R","N.J","VAN",1,13,"N.J13"
"CALE.FLEURY","D","D",2019020114,"2019-10-19",20192020,"R","MTL","STL",0,20,"MTL20"
"JOEL.ARMIA","R","F",2019020114,"2019-10-19",20192020,"R","MTL","STL",0,40,"MTL40"
"MIKE.REILLY","D","D",2019020114,"2019-10-19",20192020,"R","MTL","STL",0,28,"MTL28"
"CARL.GUNNARSSON","D","D",2019020114,"2019-10-19",20192020,"R","STL","MTL",1,4,"STL4"
"MACKENZIE.MACEACHERN","L","F",2019020114,"2019-10-19",20192020,"R","STL","MTL",1,28,"STL28"
"ZACH.SANFORD","L","F",2019020114,"2019-10-19",20192020,"R","STL","MTL",1,12,"STL12"
"DAVID.KREJCI","C","F",2019020115,"2019-10-19",20192020,"R","BOS","TOR",0,46,"BOS46"
"JOAKIM.NORDSTROM","C","F",2019020115,"2019-10-19",20192020,"R","BOS","TOR",0,20,"BOS20"
"STEVEN.KAMPFER","D","D",2019020115,"2019-10-19",20192020,"R","BOS","TOR",0,44,"BOS44"
"JOHN.TAVARES","C","F",2019020115,"2019-10-19",20192020,"R","TOR","BOS",1,91,"TOR91"
"KEVIN.GRAVEL","D","D",2019020115,"2019-10-19",20192020,"R","TOR","BOS",1,25,"TOR25"
"NIC.PETAN","C","F",2019020115,"2019-10-19",20192020,"R","TOR","BOS",1,61,"TOR61"
"MARK.BARBERIO","D","D",2019020116,"2019-10-19",20192020,"R","COL","T.B",0,44,"COL44"
"VALERI.NICHUSHKIN","R","F",2019020116,"2019-10-19",20192020,"R","COL","T.B",0,13,"COL13"
"VLADISLAV.KAMENEV","C","F",2019020116,"2019-10-19",20192020,"R","COL","T.B",0,81,"COL81"
"JAN.RUTTA","D","D",2019020116,"2019-10-19",20192020,"R","T.B","COL",1,44,"T.B44"
"JOEL.HANLEY","D","D",2019020117,"2019-10-19",20192020,"R","DAL","PHI",0,39,"DAL39"
"RHETT.GARDNER","C","F",2019020117,"2019-10-19",20192020,"R","DAL","PHI",0,49,"DAL49"
"SAMUEL.MORIN","D","D",2019020117,"2019-10-19",20192020,"R","PHI","DAL",1,55,"PHI55"
"MALCOLM.SUBBAN","G","G",2019020118,"2019-10-19",20192020,"R","VGK","PIT",0,30,"VGK30"
"NICOLAS.HAGUE","D","D",2019020118,"2019-10-19",20192020,"R","VGK","PIT",0,14,"VGK14"
"BRIAN.DUMOULIN","D","D",2019020118,"2019-10-19",20192020,"R","PIT","VGK",1,8,"PIT8"
"CHAD.RUHWEDEL","D","D",2019020118,"2019-10-19",20192020,"R","PIT","VGK",1,2,"PIT2"
"JARED.MCCANN","C","F",2019020118,"2019-10-19",20192020,"R","PIT","VGK",1,19,"PIT19"
"LEO.KOMAROV","C","F",2019020119,"2019-10-19",20192020,"R","NYI","CBJ",0,47,"NYI47"
"NOAH.DOBSON","D","D",2019020119,"2019-10-19",20192020,"R","NYI","CBJ",0,8,"NYI8"
"ROSS.JOHNSTON","L","F",2019020119,"2019-10-19",20192020,"R","NYI","CBJ",0,32,"NYI32"
"MARKUS.HANNIKAINEN","L","F",2019020119,"2019-10-19",20192020,"R","CBJ","NYI",1,37,"CBJ37"
"RYAN.MURRAY","D","D",2019020119,"2019-10-19",20192020,"R","CBJ","NYI",1,27,"CBJ27"
"SCOTT.HARRINGTON","D","D",2019020119,"2019-10-19",20192020,"R","CBJ","NYI",1,4,"CBJ4"
"ARTEM.ANISIMOV","C","F",2019020120,"2019-10-19",20192020,"R","OTT","ARI",0,51,"OTT51"
"CODY.GOLOUBEF","D","D",2019020120,"2019-10-19",20192020,"R","OTT","ARI",0,29,"OTT29"
"MIKKEL.BOEDKER","L","F",2019020120,"2019-10-19",20192020,"R","OTT","ARI",0,89,"OTT89"
"AARON.NESS","D","D",2019020120,"2019-10-19",20192020,"R","ARI","OTT",1,42,"ARI42"
"BARRETT.HAYTON","C","F",2019020120,"2019-10-19",20192020,"R","ARI","OTT",1,29,"ARI29"
"ERIC.COMRIE","G","G",2019020120,"2019-10-19",20192020,"R","ARI","OTT",1,1,"ARI1"
"HENRIK.BORGSTROM","C","F",2019020121,"2019-10-19",20192020,"R","FLA","NSH",0,95,"FLA95"
"JAYCE.HAWRYLUK","C","F",2019020121,"2019-10-19",20192020,"R","FLA","NSH",0,8,"FLA8"
"FILIP.FORSBERG","L","F",2019020121,"2019-10-19",20192020,"R","NSH","FLA",1,9,"NSH9"
"MATT.IRWIN","D","D",2019020121,"2019-10-19",20192020,"R","NSH","FLA",1,52,"NSH52"
"ROCCO.GRIMALDI","C","F",2019020121,"2019-10-19",20192020,"R","NSH","FLA",1,23,"NSH23"
"ANDREW.MANGIAPANE","L","F",2019020122,"2019-10-19",20192020,"R","CGY","L.A",0,88,"CGY88"
"MICHAEL.STONE","D","D",2019020122,"2019-10-19",20192020,"R","CGY","L.A",0,26,"CGY26"
"JOAKIM.RYAN","D","D",2019020122,"2019-10-19",20192020,"R","L.A","CGY",1,6,"L.A6"
"NIKOLAI.PROKHORKIN","L","F",2019020122,"2019-10-19",20192020,"R","L.A","CGY",1,74,"L.A74"
"EVAN.RODRIGUES","C","F",2019020123,"2019-10-19",20192020,"R","BUF","S.J",0,71,"BUF71"
"JOHN.GILMOUR","D","D",2019020123,"2019-10-19",20192020,"R","BUF","S.J",0,58,"BUF58"
"LUKAS.RADIL","C","F",2019020123,"2019-10-19",20192020,"R","S.J","BUF",1,52,"S.J52"
"TREVOR.CARRICK","D","D",2019020123,"2019-10-19",20192020,"R","S.J","BUF",1,47,"S.J47"
"ADAM.GAUDETTE","C","F",2019020124,"2019-10-20",20192020,"R","VAN","NYR",0,88,"VAN88"
"ASHTON.SAUTNER","D","D",2019020124,"2019-10-20",20192020,"R","VAN","NYR",0,29,"VAN29"
"LOUI.ERIKSSON","L","F",2019020124,"2019-10-20",20192020,"R","VAN","NYR",0,21,"VAN21"
"GREG.MCKEGG","C","F",2019020124,"2019-10-20",20192020,"R","NYR","VAN",1,14,"NYR14"
"CHRISTIAN.FOLIN","D","D",2019020125,"2019-10-20",20192020,"R","MTL","MIN",0,32,"MTL32"
"JOEL.ARMIA","R","F",2019020125,"2019-10-20",20192020,"R","MTL","MIN",0,40,"MTL40"
"MIKE.REILLY","D","D",2019020125,"2019-10-20",20192020,"R","MTL","MIN",0,28,"MTL28"
"JOEL.ERIKSSON.EK","C","F",2019020125,"2019-10-20",20192020,"R","MIN","MTL",1,14,"MIN14"
"NICK.SEELER","D","D",2019020125,"2019-10-20",20192020,"R","MIN","MTL",1,55,"MIN55"
"VICTOR.RASK","C","F",2019020125,"2019-10-20",20192020,"R","MIN","MTL",1,49,"MIN49"
"TRAVIS.BOYD","C","F",2019020126,"2019-10-20",20192020,"R","WSH","CHI",0,72,"WSH72"
"TYLER.LEWINGTON","D","D",2019020126,"2019-10-20",20192020,"R","WSH","CHI",0,78,"WSH78"
"BRENDAN.PERLINI","L","F",2019020126,"2019-10-20",20192020,"R","CHI","WSH",1,11,"CHI11"
"SLATER.KOEKKOEK","D","D",2019020126,"2019-10-20",20192020,"R","CHI","WSH",1,68,"CHI68"
"ZACK.SMITH","C","F",2019020126,"2019-10-20",20192020,"R","CHI","WSH",1,15,"CHI15"
"JOEL.PERSSON","D","D",2019020127,"2019-10-20",20192020,"R","EDM","WPG",0,36,"EDM36"
"SAM.GAGNER","C","F",2019020127,"2019-10-20",20192020,"R","EDM","WPG",0,89,"EDM89"
"WILLIAM.LAGESSON","D","D",2019020127,"2019-10-20",20192020,"R","EDM","WPG",0,84,"EDM84"
"ANTHONY.BITETTO","D","D",2019020127,"2019-10-20",20192020,"R","WPG","EDM",1,2,"WPG2"
"MASON.APPLETON","C","F",2019020127,"2019-10-20",20192020,"R","WPG","EDM",1,82,"WPG82"
"ANDREW.MANGIAPANE","L","F",2019020128,"2019-10-20",20192020,"R","CGY","ANA",0,88,"CGY88"
"SAM.BENNETT","C","F",2019020128,"2019-10-20",20192020,"R","CGY","ANA",0,93,"CGY93"
"BRENDAN.GUHLE","D","D",2019020128,"2019-10-20",20192020,"R","ANA","CGY",1,2,"ANA2"
"DEVIN.SHORE","C","F",2019020128,"2019-10-20",20192020,"R","ANA","CGY",1,29,"ANA29"
"MAX.JONES","L","F",2019020128,"2019-10-20",20192020,"R","ANA","CGY",1,49,"ANA49"
"DEAN.KUKAN","D","D",2019020129,"2019-10-21",20192020,"R","CBJ","TOR",0,46,"CBJ46"
"JAKOB.LILJA","L","F",2019020129,"2019-10-21",20192020,"R","CBJ","TOR",0,15,"CBJ15"
"SCOTT.HARRINGTON","D","D",2019020129,"2019-10-21",20192020,"R","CBJ","TOR",0,4,"CBJ4"
"JOHN.TAVARES","C","F",2019020129,"2019-10-21",20192020,"R","TOR","CBJ",1,91,"TOR91"
"KEVIN.GRAVEL","D","D",2019020129,"2019-10-21",20192020,"R","TOR","CBJ",1,25,"TOR25"
"NIC.PETAN","C","F",2019020129,"2019-10-21",20192020,"R","TOR","CBJ",1,61,"TOR61"
"MALCOLM.SUBBAN","G","G",2019020130,"2019-10-21",20192020,"R","VGK","PHI",0,30,"VGK30"
"NICOLAS.HAGUE","D","D",2019020130,"2019-10-21",20192020,"R","VGK","PHI",0,14,"VGK14"
"NICOLAS.ROY","C","F",2019020130,"2019-10-21",20192020,"R","VGK","PHI",0,10,"VGK10"
"SAMUEL.MORIN","D","D",2019020130,"2019-10-21",20192020,"R","PHI","VGK",1,55,"PHI55"
"TYLER.PITLICK","C","F",2019020130,"2019-10-21",20192020,"R","PHI","VGK",1,18,"PHI18"
"MARK.BARBERIO","D","D",2019020131,"2019-10-21",20192020,"R","COL","STL",0,44,"COL44"
"VALERI.NICHUSHKIN","R","F",2019020131,"2019-10-21",20192020,"R","COL","STL",0,13,"COL13"
"VLADISLAV.KAMENEV","C","F",2019020131,"2019-10-21",20192020,"R","COL","STL",0,81,"COL81"
"CARL.GUNNARSSON","D","D",2019020131,"2019-10-21",20192020,"R","STL","COL",1,4,"STL4"
"ROBBY.FABBRI","C","F",2019020131,"2019-10-21",20192020,"R","STL","COL",1,15,"STL15"
"ZACH.SANFORD","L","F",2019020131,"2019-10-21",20192020,"R","STL","COL",1,12,"STL12"
"CODY.GOLOUBEF","D","D",2019020132,"2019-10-21",20192020,"R","OTT","DAL",0,29,"OTT29"
"J.C..BEAUDIN","C","F",2019020132,"2019-10-21",20192020,"R","OTT","DAL",0,64,"OTT64"
"SCOTT.SABOURIN","R","F",2019020132,"2019-10-21",20192020,"R","OTT","DAL",0,49,"OTT49"
"JOEL.HANLEY","D","D",2019020132,"2019-10-21",20192020,"R","DAL","OTT",1,39,"DAL39"
"RHETT.GARDNER","C","F",2019020132,"2019-10-21",20192020,"R","DAL","OTT",1,49,"DAL49"
"JASON.SPEZZA","C","F",2019020133,"2019-10-22",20192020,"R","TOR","BOS",0,19,"TOR19"
"JOHN.TAVARES","C","F",2019020133,"2019-10-22",20192020,"R","TOR","BOS",0,91,"TOR91"
"MARTIN.MARINCIN","D","D",2019020133,"2019-10-22",20192020,"R","TOR","BOS",0,52,"TOR52"
"JOAKIM.NORDSTROM","C","F",2019020133,"2019-10-22",20192020,"R","BOS","TOR",1,20,"BOS20"
"KARSON.KUHLMAN","C","F",2019020133,"2019-10-22",20192020,"R","BOS","TOR",1,83,"BOS83"
"STEVEN.KAMPFER","D","D",2019020133,"2019-10-22",20192020,"R","BOS","TOR",1,44,"BOS44"
"JONNY.BRODZINSKI","C","F",2019020134,"2019-10-22",20192020,"R","S.J","BUF",0,22,"S.J22"
"LUKAS.RADIL","C","F",2019020134,"2019-10-22",20192020,"R","S.J","BUF",0,52,"S.J52"
"TREVOR.CARRICK","D","D",2019020134,"2019-10-22",20192020,"R","S.J","BUF",0,47,"S.J47"
"EVAN.RODRIGUES","C","F",2019020134,"2019-10-22",20192020,"R","BUF","S.J",1,71,"BUF71"
"JOHN.GILMOUR","D","D",2019020134,"2019-10-22",20192020,"R","BUF","S.J",1,58,"BUF58"
"CHAD.RUHWEDEL","D","D",2019020135,"2019-10-22",20192020,"R","PIT","FLA",0,2,"PIT2"
"JUUSO.RIIKOLA","D","D",2019020135,"2019-10-22",20192020,"R","PIT","FLA",0,50,"PIT50"
"AARON.EKBLAD","D","D",2019020135,"2019-10-22",20192020,"R","FLA","PIT",1,5,"FLA5"
"VINCENT.TROCHECK","C","F",2019020135,"2019-10-22",20192020,"R","FLA","PIT",1,21,"FLA21"
"AARON.NESS","D","D",2019020136,"2019-10-22",20192020,"R","ARI","NYR",0,42,"ARI42"
"BARRETT.HAYTON","C","F",2019020136,"2019-10-22",20192020,"R","ARI","NYR",0,29,"ARI29"
"ERIC.COMRIE","G","G",2019020136,"2019-10-22",20192020,"R","ARI","NYR",0,1,"ARI1"
"MICHEAL.HALEY","C","F",2019020136,"2019-10-22",20192020,"R","NYR","ARI",1,38,"NYR38"
"ADAM.GAUDETTE","C","F",2019020137,"2019-10-22",20192020,"R","VAN","DET",0,88,"VAN88"
"ASHTON.SAUTNER","D","D",2019020137,"2019-10-22",20192020,"R","VAN","DET",0,29,"VAN29"
"LOUI.ERIKSSON","L","F",2019020137,"2019-10-22",20192020,"R","VAN","DET",0,21,"VAN21"
"CHRISTOFFER.EHN","C","F",2019020137,"2019-10-22",20192020,"R","DET","VAN",1,70,"DET70"
"JONATHAN.ERICSSON","D","D",2019020137,"2019-10-22",20192020,"R","DET","VAN",1,52,"DET52"
"MADISON.BOWEY","D","D",2019020137,"2019-10-22",20192020,"R","DET","VAN",1,74,"DET74"
"BRENDAN.GUHLE","D","D",2019020138,"2019-10-22",20192020,"R","ANA","NSH",0,2,"ANA2"
"MAX.COMTOIS","L","F",2019020138,"2019-10-22",20192020,"R","ANA","NSH",0,53,"ANA53"
"MAX.JONES","L","F",2019020138,"2019-10-22",20192020,"R","ANA","NSH",0,49,"ANA49"
"FILIP.FORSBERG","L","F",2019020138,"2019-10-22",20192020,"R","NSH","ANA",1,9,"NSH9"
"MATT.IRWIN","D","D",2019020138,"2019-10-22",20192020,"R","NSH","ANA",1,52,"NSH52"
"JOEL.PERSSON","D","D",2019020139,"2019-10-22",20192020,"R","EDM","MIN",0,36,"EDM36"
"SAM.GAGNER","C","F",2019020139,"2019-10-22",20192020,"R","EDM","MIN",0,89,"EDM89"
"WILLIAM.LAGESSON","D","D",2019020139,"2019-10-22",20192020,"R","EDM","MIN",0,84,"EDM84"
"KEVIN.FIALA","L","F",2019020139,"2019-10-22",20192020,"R","MIN","EDM",1,22,"MIN22"
"NICK.SEELER","D","D",2019020139,"2019-10-22",20192020,"R","MIN","EDM",1,55,"MIN55"
"VICTOR.RASK","C","F",2019020139,"2019-10-22",20192020,"R","MIN","EDM",1,49,"MIN49"
"JOAKIM.RYAN","D","D",2019020140,"2019-10-22",20192020,"R","L.A","WPG",0,6,"L.A6"
"NIKOLAI.PROKHORKIN","L","F",2019020140,"2019-10-22",20192020,"R","L.A","WPG",0,74,"L.A74"
"MASON.APPLETON","C","F",2019020140,"2019-10-22",20192020,"R","WPG","L.A",1,82,"WPG82"
"TUCKER.POOLMAN","D","D",2019020140,"2019-10-22",20192020,"R","WPG","L.A",1,3,"WPG3"
"MALCOLM.SUBBAN","G","G",2019020141,"2019-10-22",20192020,"R","VGK","CHI",0,30,"VGK30"
"NICOLAS.HAGUE","D","D",2019020141,"2019-10-22",20192020,"R","VGK","CHI",0,14,"VGK14"
"NICOLAS.ROY","C","F",2019020141,"2019-10-22",20192020,"R","VGK","CHI",0,10,"VGK10"
"BRENDAN.PERLINI","L","F",2019020141,"2019-10-22",20192020,"R","CHI","VGK",1,11,"CHI11"
"SLATER.KOEKKOEK","D","D",2019020141,"2019-10-22",20192020,"R","CHI","VGK",1,68,"CHI68"
"ZACK.SMITH","C","F",2019020141,"2019-10-22",20192020,"R","CHI","VGK",1,15,"CHI15"
"TRAVIS.BOYD","C","F",2019020142,"2019-10-22",20192020,"R","WSH","CGY",0,72,"WSH72"
"TYLER.LEWINGTON","D","D",2019020142,"2019-10-22",20192020,"R","WSH","CGY",0,78,"WSH78"
"OLIVER.KYLINGTON","D","D",2019020142,"2019-10-22",20192020,"R","CGY","WSH",1,58,"CGY58"
"SAM.BENNETT","C","F",2019020142,"2019-10-22",20192020,"R","CGY","WSH",1,93,"CGY93"
"ALEX.BIEGA","D","D",2019020143,"2019-10-23",20192020,"R","DET","OTT",0,3,"DET3"
"CHRISTOFFER.EHN","C","F",2019020143,"2019-10-23",20192020,"R","DET","OTT",0,70,"DET70"
"DANNY.DEKEYSER","D","D",2019020143,"2019-10-23",20192020,"R","DET","OTT",0,65,"DET65"
"CODY.GOLOUBEF","D","D",2019020143,"2019-10-23",20192020,"R","OTT","DET",1,29,"OTT29"
"MIKKEL.BOEDKER","L","F",2019020143,"2019-10-23",20192020,"R","OTT","DET",1,89,"OTT89"
"ADAM.JOHNSON","C","F",2019020144,"2019-10-23",20192020,"R","PIT","T.B",0,47,"PIT47"
"CHAD.RUHWEDEL","D","D",2019020144,"2019-10-23",20192020,"R","PIT","T.B",0,2,"PIT2"
"CARTER.VERHAEGHE","C","F",2019020144,"2019-10-23",20192020,"R","T.B","PIT",1,23,"T.B23"
"JAN.RUTTA","D","D",2019020144,"2019-10-23",20192020,"R","T.B","PIT",1,44,"T.B44"
"JONNY.BRODZINSKI","C","F",2019020145,"2019-10-24",20192020,"R","S.J","MTL",0,22,"S.J22"
"LUKAS.RADIL","C","F",2019020145,"2019-10-24",20192020,"R","S.J","MTL",0,52,"S.J52"
"TREVOR.CARRICK","D","D",2019020145,"2019-10-24",20192020,"R","S.J","MTL",0,47,"S.J47"
"CHRISTIAN.FOLIN","D","D",2019020145,"2019-10-24",20192020,"R","MTL","S.J",1,32,"MTL32"
"JORDAN.WEAL","C","F",2019020145,"2019-10-24",20192020,"R","MTL","S.J",1,43,"MTL43"
"MIKE.REILLY","D","D",2019020145,"2019-10-24",20192020,"R","MTL","S.J",1,28,"MTL28"
"AARON.NESS","D","D",2019020146,"2019-10-24",20192020,"R","ARI","NYI",0,42,"ARI42"
"BARRETT.HAYTON","C","F",2019020146,"2019-10-24",20192020,"R","ARI","NYI",0,29,"ARI29"
"ERIC.COMRIE","G","G",2019020146,"2019-10-24",20192020,"R","ARI","NYI",0,1,"ARI1"
"NOAH.DOBSON","D","D",2019020146,"2019-10-24",20192020,"R","NYI","ARI",1,8,"NYI8"
"ROSS.JOHNSTON","L","F",2019020146,"2019-10-24",20192020,"R","NYI","ARI",1,32,"NYI32"
"TOM.KUHNHACKL","R","F",2019020146,"2019-10-24",20192020,"R","NYI","ARI",1,14,"NYI14"
"EVAN.RODRIGUES","C","F",2019020147,"2019-10-24",20192020,"R","BUF","NYR",0,71,"BUF71"
"JOHN.GILMOUR","D","D",2019020147,"2019-10-24",20192020,"R","BUF","NYR",0,58,"BUF58"
"MICHEAL.HALEY","C","F",2019020147,"2019-10-24",20192020,"R","NYR","BUF",1,38,"NYR38"
"JOAKIM.RYAN","D","D",2019020149,"2019-10-24",20192020,"R","L.A","STL",0,6,"L.A6"
"NIKOLAI.PROKHORKIN","L","F",2019020149,"2019-10-24",20192020,"R","L.A","STL",0,74,"L.A74"
"CARL.GUNNARSSON","D","D",2019020149,"2019-10-24",20192020,"R","STL","L.A",1,4,"STL4"
"ROBBY.FABBRI","C","F",2019020149,"2019-10-24",20192020,"R","STL","L.A",1,15,"STL15"
"SAMMY.BLAIS","L","F",2019020149,"2019-10-24",20192020,"R","STL","L.A",1,9,"STL9"
"DEVAN.DUBNYK","G","G",2019020150,"2019-10-24",20192020,"R","MIN","NSH",0,40,"MIN40"
"JORDAN.GREENWAY","L","F",2019020150,"2019-10-24",20192020,"R","MIN","NSH",0,18,"MIN18"
"NICK.SEELER","D","D",2019020150,"2019-10-24",20192020,"R","MIN","NSH",0,55,"MIN55"
"FILIP.FORSBERG","L","F",2019020150,"2019-10-24",20192020,"R","NSH","MIN",1,9,"NSH9"
"YANNICK.WEBER","D","D",2019020150,"2019-10-24",20192020,"R","NSH","MIN",1,7,"NSH7"
"SAMUEL.MORIN","D","D",2019020151,"2019-10-24",20192020,"R","PHI","CHI",0,55,"PHI55"
"TYLER.PITLICK","C","F",2019020151,"2019-10-24",20192020,"R","PHI","CHI",0,18,"PHI18"
"BRENDAN.PERLINI","L","F",2019020151,"2019-10-24",20192020,"R","CHI","PHI",1,11,"CHI11"
"DENNIS.GILBERT","D","D",2019020151,"2019-10-24",20192020,"R","CHI","PHI",1,39,"CHI39"
"ZACK.SMITH","C","F",2019020151,"2019-10-24",20192020,"R","CHI","PHI",1,15,"CHI15"
"DEVIN.SHORE","C","F",2019020152,"2019-10-24",20192020,"R","ANA","DAL",0,29,"ANA29"
"MICHAEL.DEL.ZOTTO","D","D",2019020152,"2019-10-24",20192020,"R","ANA","DAL",0,44,"ANA44"
"NICOLAS.DESLAURIERS","L","F",2019020152,"2019-10-24",20192020,"R","ANA","DAL",0,20,"ANA20"
"JOEL.HANLEY","D","D",2019020152,"2019-10-24",20192020,"R","DAL","ANA",1,39,"DAL39"
"JAYCE.HAWRYLUK","C","F",2019020153,"2019-10-24",20192020,"R","FLA","CGY",0,8,"FLA8"
"MIKE.MATHESON","D","D",2019020153,"2019-10-24",20192020,"R","FLA","CGY",0,19,"FLA19"
"VINCENT.TROCHECK","C","F",2019020153,"2019-10-24",20192020,"R","FLA","CGY",0,21,"FLA21"
"MICHAEL.STONE","D","D",2019020153,"2019-10-24",20192020,"R","CGY","FLA",1,26,"CGY26"
"TOBIAS.RIEDER","C","F",2019020153,"2019-10-24",20192020,"R","CGY","FLA",1,16,"CGY16"
"TRAVIS.BOYD","C","F",2019020154,"2019-10-24",20192020,"R","WSH","EDM",0,72,"WSH72"
"TYLER.LEWINGTON","D","D",2019020154,"2019-10-24",20192020,"R","WSH","EDM",0,78,"WSH78"
"JOEL.PERSSON","D","D",2019020154,"2019-10-24",20192020,"R","EDM","WSH",1,36,"EDM36"
"TOMAS.JURCO","R","F",2019020154,"2019-10-24",20192020,"R","EDM","WSH",1,92,"EDM92"
"WILLIAM.LAGESSON","D","D",2019020154,"2019-10-24",20192020,"R","EDM","WSH",1,84,"EDM84"
