"game_id","game_date","season","session","game_status","away_team","home_team","game_venue","game_datetime","EST_time_convert","EST_date"
"2007020003",2007-10-03,"20072008","R","Final","MTL","CAR","RBC Center","2007-10-03T23:00:00Z","2007-10-03 19:00:00",2007-10-03
"2007020004",2007-10-03,"20072008","R","Final","ANA","DET","Joe Louis Arena","2007-10-03T23:00:00Z","2007-10-03 19:00:00",2007-10-03
"2007020005",2007-10-03,"20072008","R","Final","OTT","TOR","Air Canada Centre","2007-10-03T23:30:00Z","2007-10-03 19:30:00",2007-10-03
"2007020006",2007-10-03,"20072008","R","Final","DAL","COL","Pepsi Center","2007-10-04T01:30:00Z","2007-10-03 21:30:00",2007-10-03
"2007020007",2007-10-04,"20072008","R","Final","FLA","NYR","Madison Square Garden","2007-10-04T23:00:00Z","2007-10-04 19:00:00",2007-10-04
"2007020008",2007-10-04,"20072008","R","Final","TOR","OTT","Scotiabank Place","2007-10-04T23:00:00Z","2007-10-04 19:00:00",2007-10-04
"2007020009",2007-10-04,"20072008","R","Final","N.J","T.B","St. Pete Times Forum","2007-10-04T23:30:00Z","2007-10-04 19:30:00",2007-10-04
"2007020010",2007-10-04,"20072008","R","Final","COL","NSH","Sommet Center","2007-10-05T00:00:00Z","2007-10-04 20:00:00",2007-10-04
"2007020011",2007-10-04,"20072008","R","Final","CHI","MIN","Xcel Energy Center","2007-10-05T00:30:00Z","2007-10-04 20:30:00",2007-10-04
"2007020013",2007-10-04,"20072008","R","Final","S.J","EDM","Rexall Place","2007-10-05T01:00:00Z","2007-10-04 21:00:00",2007-10-04
"2007020012",2007-10-04,"20072008","R","Final","PHI","CGY","Pengrowth Saddledome","2007-10-05T02:00:00Z","2007-10-04 22:00:00",2007-10-04
"2007020014",2007-10-04,"20072008","R","Final","STL","ARI","Jobing.com Arena","2007-10-05T02:00:00Z","2007-10-04 22:00:00",2007-10-04
"2007020015",2007-10-05,"20072008","R","Final","PIT","CAR","RBC Center","2007-10-05T23:00:00Z","2007-10-05 19:00:00",2007-10-05
"2007020016",2007-10-05,"20072008","R","Final","ANA","CBJ","Nationwide Arena","2007-10-05T23:00:00Z","2007-10-05 19:00:00",2007-10-05
"2007020017",2007-10-05,"20072008","R","Final","NYI","BUF","HSBC Arena","2007-10-05T23:30:00Z","2007-10-05 19:30:00",2007-10-05
"2007020018",2007-10-05,"20072008","R","Final","WSH","ATL","Philips Arena","2007-10-05T23:30:00Z","2007-10-05 19:30:00",2007-10-05
"2007020019",2007-10-05,"20072008","R","Final","BOS","DAL","American Airlines Center","2007-10-06T00:30:00Z","2007-10-05 20:30:00",2007-10-05
"2007020020",2007-10-05,"20072008","R","Final","S.J","VAN","General Motors Place","2007-10-06T02:00:00Z","2007-10-05 22:00:00",2007-10-05
"2007020022",2007-10-06,"20072008","R","Final","MTL","TOR","Air Canada Centre","2007-10-06T23:00:00Z","2007-10-06 19:00:00",2007-10-06
"2007020023",2007-10-06,"20072008","R","Final","NYR","OTT","Scotiabank Place","2007-10-06T23:00:00Z","2007-10-06 19:00:00",2007-10-06
"2007020024",2007-10-06,"20072008","R","Final","BUF","NYI","Nassau Coliseum","2007-10-06T23:00:00Z","2007-10-06 19:00:00",2007-10-06
"2007020025",2007-10-06,"20072008","R","Final","CAR","WSH","Verizon Center","2007-10-06T23:00:00Z","2007-10-06 19:00:00",2007-10-06
"2007020026",2007-10-06,"20072008","R","Final","N.J","FLA","BankAtlantic Center","2007-10-06T23:00:00Z","2007-10-06 19:00:00",2007-10-06
"2007020027",2007-10-06,"20072008","R","Final","ANA","PIT","Mellon Arena","2007-10-06T23:30:00Z","2007-10-06 19:30:00",2007-10-06
"2007020028",2007-10-06,"20072008","R","Final","ATL","T.B","St. Pete Times Forum","2007-10-06T23:30:00Z","2007-10-06 19:30:00",2007-10-06
"2007020021",2007-10-06,"20072008","R","Final","PHI","EDM","Rexall Place","2007-10-07T00:00:00Z","2007-10-06 20:00:00",2007-10-06
"2007020029",2007-10-06,"20072008","R","Final","DAL","NSH","Sommet Center","2007-10-07T00:00:00Z","2007-10-06 20:00:00",2007-10-06
"2007020030",2007-10-06,"20072008","R","Final","CBJ","MIN","Xcel Energy Center","2007-10-07T00:00:00Z","2007-10-06 20:00:00",2007-10-06
"2007020031",2007-10-06,"20072008","R","Final","DET","CHI","United Center","2007-10-07T00:30:00Z","2007-10-06 20:30:00",2007-10-06
"2007020032",2007-10-06,"20072008","R","Final","VAN","CGY","Pengrowth Saddledome","2007-10-07T02:00:00Z","2007-10-06 22:00:00",2007-10-06
"2007020033",2007-10-06,"20072008","R","Final","BOS","ARI","Jobing.com Arena","2007-10-07T02:00:00Z","2007-10-06 22:00:00",2007-10-06
"2007020034",2007-10-06,"20072008","R","Final","STL","L.A","STAPLES Center","2007-10-07T02:30:00Z","2007-10-06 22:30:00",2007-10-06
"2007020035",2007-10-07,"20072008","R","Final","S.J","COL","Pepsi Center","2007-10-07T23:00:00Z","2007-10-07 19:00:00",2007-10-07
"2007020036",2007-10-08,"20072008","R","Final","WSH","NYI","Nassau Coliseum","2007-10-08T18:00:00Z","2007-10-08 14:00:00",2007-10-08
"2007020037",2007-10-08,"20072008","R","Final","N.J","OTT","Scotiabank Place","2007-10-08T19:00:00Z","2007-10-08 15:00:00",2007-10-08
"2007020038",2007-10-08,"20072008","R","Final","EDM","DET","Joe Louis Arena","2007-10-08T23:30:00Z","2007-10-08 19:30:00",2007-10-08
"2007020039",2007-10-09,"20072008","R","Final","CAR","TOR","Air Canada Centre","2007-10-09T23:00:00Z","2007-10-09 19:00:00",2007-10-09
"2007020040",2007-10-10,"20072008","R","Final","NYR","NYI","Nassau Coliseum","2007-10-10T23:00:00Z","2007-10-10 19:00:00",2007-10-10
"2007020041",2007-10-10,"20072008","R","Final","OTT","ATL","Philips Arena","2007-10-10T23:00:00Z","2007-10-10 19:00:00",2007-10-10
"2007020042",2007-10-10,"20072008","R","Final","ARI","CBJ","Nationwide Arena","2007-10-10T23:00:00Z","2007-10-10 19:00:00",2007-10-10
"2007020043",2007-10-10,"20072008","R","Final","MTL","PIT","Mellon Arena","2007-10-10T23:30:00Z","2007-10-10 19:30:00",2007-10-10
