"game_id","game_date","season","session","game_status","away_team","home_team","game_venue","game_datetime","EST_time_convert","EST_date"
"2001020001",2001-10-03,"20012002","R","Final","OTT","TOR","Air Canada Centre","2001-10-03T23:00:00Z","2001-10-03 19:00:00",2001-10-03
"2001020002",2001-10-03,"20012002","R","Final","COL","PIT","Mellon Arena","2001-10-04T00:00:00Z","2001-10-03 20:00:00",2001-10-03
"2001020003",2001-10-03,"20012002","R","Final","EDM","CGY","Pengrowth Saddledome","2001-10-04T01:00:00Z","2001-10-03 21:00:00",2001-10-03
"2001020005",2001-10-04,"20012002","R","Final","ATL","BUF","HSBC Arena","2001-10-04T23:00:00Z","2001-10-04 19:00:00",2001-10-04
"2001020006",2001-10-04,"20012002","R","Final","MTL","OTT","Corel Centre","2001-10-04T23:00:00Z","2001-10-04 19:00:00",2001-10-04
"2001020007",2001-10-04,"20012002","R","Final","FLA","PHI","First Union Center","2001-10-04T23:00:00Z","2001-10-04 19:00:00",2001-10-04
"2001020008",2001-10-04,"20012002","R","Final","STL","CBJ","Nationwide Arena","2001-10-04T23:00:00Z","2001-10-04 19:00:00",2001-10-04
"2001020004",2001-10-04,"20012002","R","Final","ANA","BOS","FleetCenter","2001-10-04T23:30:00Z","2001-10-04 19:30:00",2001-10-04
"2001020009",2001-10-04,"20012002","R","Final","CHI","VAN","General Motors Place","2001-10-05T02:00:00Z","2001-10-04 22:00:00",2001-10-04
"2001020011",2001-10-04,"20012002","R","Final","DET","S.J","Compaq Center at San Jose","2001-10-05T02:00:00Z","2001-10-04 22:00:00",2001-10-04
"2001020010",2001-10-04,"20012002","R","Final","ARI","L.A","STAPLES Center","2001-10-05T02:30:00Z","2001-10-04 22:30:00",2001-10-04
"2001020012",2001-10-05,"20012002","R","Final","NYR","CAR","Entertainment and Sports Arena","2001-10-05T23:00:00Z","2001-10-05 19:00:00",2001-10-05
"2001020013",2001-10-05,"20012002","R","Final","NYI","T.B","Ice Palace","2001-10-05T23:30:00Z","2001-10-05 19:30:00",2001-10-05
"2001020014",2001-10-05,"20012002","R","Final","NSH","DAL","American Airlines Center","2001-10-06T00:30:00Z","2001-10-05 20:30:00",2001-10-05
"2001020015",2001-10-06,"20012002","R","Final","ATL","BOS","FleetCenter","2001-10-06T23:00:00Z","2001-10-06 19:00:00",2001-10-06
"2001020016",2001-10-06,"20012002","R","Final","OTT","BUF","HSBC Arena","2001-10-06T23:00:00Z","2001-10-06 19:00:00",2001-10-06
"2001020017",2001-10-06,"20012002","R","Final","TOR","MTL","Centre Molson","2001-10-06T23:00:00Z","2001-10-06 19:00:00",2001-10-06
"2001020018",2001-10-06,"20012002","R","Final","CBJ","PHI","First Union Center","2001-10-06T23:00:00Z","2001-10-06 19:00:00",2001-10-06
"2001020020",2001-10-06,"20012002","R","Final","N.J","WSH","MCI Center","2001-10-06T23:00:00Z","2001-10-06 19:00:00",2001-10-06
"2001020026",2001-10-06,"20012002","R","Final","MIN","S.J","Compaq Center at San Jose","2001-10-06T23:00:00Z","2001-10-06 19:00:00",2001-10-06
"2001020019",2001-10-06,"20012002","R","Final","ANA","PIT","Mellon Arena","2001-10-06T23:30:00Z","2001-10-06 19:30:00",2001-10-06
"2001020021",2001-10-06,"20012002","R","Final","NYI","FLA","National Car Rental Center","2001-10-06T23:30:00Z","2001-10-06 19:30:00",2001-10-06
"2001020022",2001-10-06,"20012002","R","Final","STL","NSH","Gaylord Entertainment Center","2001-10-07T00:00:00Z","2001-10-06 20:00:00",2001-10-06
"2001020023",2001-10-06,"20012002","R","Final","CHI","CGY","Pengrowth Saddledome","2001-10-07T01:00:00Z","2001-10-06 21:00:00",2001-10-06
"2001020024",2001-10-06,"20012002","R","Final","ARI","EDM","Skyreach Centre","2001-10-07T02:00:00Z","2001-10-06 22:00:00",2001-10-06
"2001020025",2001-10-06,"20012002","R","Final","DET","VAN","General Motors Place","2001-10-07T02:00:00Z","2001-10-06 22:00:00",2001-10-06
"2001020028",2001-10-07,"20012002","R","Final","DAL","CAR","Entertainment and Sports Arena","2001-10-07T17:30:00Z","2001-10-07 13:30:00",2001-10-07
"2001020027",2001-10-07,"20012002","R","Final","BUF","NYR","Madison Square Garden","2001-10-07T23:00:00Z","2001-10-07 19:00:00",2001-10-07
"2001020029",2001-10-07,"20012002","R","Final","FLA","T.B","Ice Palace","2001-10-07T23:30:00Z","2001-10-07 19:30:00",2001-10-07
"2001020030",2001-10-07,"20012002","R","Final","MIN","L.A","STAPLES Center","2001-10-08T00:00:00Z","2001-10-07 20:00:00",2001-10-07
"2001020031",2001-10-08,"20012002","R","Final","WSH","BOS","FleetCenter","2001-10-08T17:00:00Z","2001-10-08 13:00:00",2001-10-08
"2001020032",2001-10-08,"20012002","R","Final","ANA","TOR","Air Canada Centre","2001-10-08T23:00:00Z","2001-10-08 19:00:00",2001-10-08
"2001020033",2001-10-08,"20012002","R","Final","PHI","CBJ","Nationwide Arena","2001-10-08T23:00:00Z","2001-10-08 19:00:00",2001-10-08
"2001020034",2001-10-08,"20012002","R","Final","ARI","CGY","Pengrowth Saddledome","2001-10-09T01:00:00Z","2001-10-08 21:00:00",2001-10-08
"2001020036",2001-10-09,"20012002","R","Final","OTT","CAR","Entertainment and Sports Arena","2001-10-09T23:00:00Z","2001-10-09 19:00:00",2001-10-09
"2001020035",2001-10-09,"20012002","R","Final","ANA","MTL","Centre Molson","2001-10-09T23:30:00Z","2001-10-09 19:30:00",2001-10-09
"2001020037",2001-10-09,"20012002","R","Final","L.A","DAL","American Airlines Center","2001-10-10T00:30:00Z","2001-10-09 20:30:00",2001-10-09
"2001020038",2001-10-09,"20012002","R","Final","VAN","COL","Pepsi Center","2001-10-10T00:30:00Z","2001-10-09 20:30:00",2001-10-09
"2001020039",2001-10-09,"20012002","R","Final","CHI","EDM","Skyreach Centre","2001-10-10T01:00:00Z","2001-10-09 21:00:00",2001-10-09
"2001020040",2001-10-10,"20012002","R","Final","PHI","BUF","HSBC Arena","2001-10-10T23:00:00Z","2001-10-10 19:00:00",2001-10-10
"2001020042",2001-10-10,"20012002","R","Final","NYI","PIT","Mellon Arena","2001-10-10T23:30:00Z","2001-10-10 19:30:00",2001-10-10
"2001020043",2001-10-10,"20012002","R","Final","OTT","FLA","National Car Rental Center","2001-10-10T23:30:00Z","2001-10-10 19:30:00",2001-10-10
"2001020044",2001-10-10,"20012002","R","Final","CGY","DET","Joe Louis Arena","2001-10-10T23:30:00Z","2001-10-10 19:30:00",2001-10-10
"2001020041",2001-10-10,"20012002","R","Final","WSH","NYR","Madison Square Garden","2001-10-11T00:00:00Z","2001-10-10 20:00:00",2001-10-10
"2001020045",2001-10-10,"20012002","R","Final","BOS","MIN","Xcel Energy Center","2001-10-11T00:30:00Z","2001-10-10 20:30:00",2001-10-10
"2001020047",2001-10-11,"20012002","R","Final","TOR","CAR","Entertainment and Sports Arena","2001-10-11T23:00:00Z","2001-10-11 19:00:00",2001-10-11
"2001020046",2001-10-11,"20012002","R","Final","NYI","N.J","Continental Airlines Arena","2001-10-11T23:30:00Z","2001-10-11 19:30:00",2001-10-11
"2001020049",2001-10-11,"20012002","R","Final","L.A","STL","Savvis Center","2001-10-11T23:30:00Z","2001-10-11 19:30:00",2001-10-11
"2001020051",2001-10-11,"20012002","R","Final","CGY","NSH","Gaylord Entertainment Center","2001-10-12T00:00:00Z","2001-10-11 20:00:00",2001-10-11
"2001020048",2001-10-11,"20012002","R","Final","ARI","CHI","United Center","2001-10-12T00:30:00Z","2001-10-11 20:30:00",2001-10-11
"2001020050",2001-10-11,"20012002","R","Final","VAN","DAL","American Airlines Center","2001-10-12T00:30:00Z","2001-10-11 20:30:00",2001-10-11
"2001020052",2001-10-11,"20012002","R","Final","COL","EDM","Skyreach Centre","2001-10-12T02:00:00Z","2001-10-11 22:00:00",2001-10-11
"2001020053",2001-10-11,"20012002","R","Final","T.B","S.J","Compaq Center at San Jose","2001-10-12T02:30:00Z","2001-10-11 22:30:00",2001-10-11
"2001020055",2001-10-12,"20012002","R","Final","MTL","CBJ","Nationwide Arena","2001-10-12T23:00:00Z","2001-10-12 19:00:00",2001-10-12
"2001020054",2001-10-12,"20012002","R","Final","BUF","DET","Joe Louis Arena","2001-10-12T23:30:00Z","2001-10-12 19:30:00",2001-10-12
"2001020056",2001-10-12,"20012002","R","Final","CHI","MIN","Xcel Energy Center","2001-10-13T00:00:00Z","2001-10-12 20:00:00",2001-10-12
"2001020057",2001-10-12,"20012002","R","Final","WSH","ANA","Arrowhead Pond","2001-10-13T02:30:00Z","2001-10-12 22:30:00",2001-10-12
"2001020058",2001-10-13,"20012002","R","Final","STL","TOR","Air Canada Centre","2001-10-13T23:00:00Z","2001-10-13 19:00:00",2001-10-13
"2001020059",2001-10-13,"20012002","R","Final","N.J","MTL","Centre Molson","2001-10-13T23:00:00Z","2001-10-13 19:00:00",2001-10-13
"2001020060",2001-10-13,"20012002","R","Final","NYR","OTT","Corel Centre","2001-10-13T23:00:00Z","2001-10-13 19:00:00",2001-10-13
"2001020061",2001-10-13,"20012002","R","Final","DET","NYI","Nassau Coliseum","2001-10-13T23:00:00Z","2001-10-13 19:00:00",2001-10-13
"2001020062",2001-10-13,"20012002","R","Final","CAR","ATL","Philips Arena","2001-10-13T23:00:00Z","2001-10-13 19:00:00",2001-10-13
"2001020063",2001-10-13,"20012002","R","Final","PHI","FLA","National Car Rental Center","2001-10-13T23:30:00Z","2001-10-13 19:30:00",2001-10-13
"2001020064",2001-10-13,"20012002","R","Final","CGY","DAL","American Airlines Center","2001-10-14T00:00:00Z","2001-10-13 20:00:00",2001-10-13
"2001020065",2001-10-13,"20012002","R","Final","EDM","NSH","Gaylord Entertainment Center","2001-10-14T00:00:00Z","2001-10-13 20:00:00",2001-10-13
"2001020066",2001-10-13,"20012002","R","Final","COL","VAN","General Motors Place","2001-10-14T02:00:00Z","2001-10-13 22:00:00",2001-10-13
"2001020067",2001-10-13,"20012002","R","Final","WSH","ARI","America West Arena","2001-10-14T02:00:00Z","2001-10-13 22:00:00",2001-10-13
"2001020068",2001-10-13,"20012002","R","Final","T.B","L.A","STAPLES Center","2001-10-14T02:30:00Z","2001-10-13 22:30:00",2001-10-13
"2001020069",2001-10-13,"20012002","R","Final","BOS","S.J","Compaq Center at San Jose","2001-10-14T02:30:00Z","2001-10-13 22:30:00",2001-10-13
"2001020070",2001-10-14,"20012002","R","Final","PIT","BUF","HSBC Arena","2001-10-14T18:00:00Z","2001-10-14 14:00:00",2001-10-14
"2001020072",2001-10-14,"20012002","R","Final","EDM","MIN","Xcel Energy Center","2001-10-14T22:00:00Z","2001-10-14 18:00:00",2001-10-14
"2001020071",2001-10-14,"20012002","R","Final","CBJ","CHI","United Center","2001-10-15T00:00:00Z","2001-10-14 20:00:00",2001-10-14
"2001020073",2001-10-14,"20012002","R","Final","T.B","ANA","Arrowhead Pond","2001-10-15T00:00:00Z","2001-10-14 20:00:00",2001-10-14
"2001020074",2001-10-15,"20012002","R","Final","NYR","MTL","Centre Molson","2001-10-15T23:30:00Z","2001-10-15 19:30:00",2001-10-15
"2001020075",2001-10-16,"20012002","R","Final","NSH","BUF","HSBC Arena","2001-10-16T23:00:00Z","2001-10-16 19:00:00",2001-10-16
"2001020076",2001-10-16,"20012002","R","Final","OTT","PIT","Mellon Arena","2001-10-16T23:30:00Z","2001-10-16 19:30:00",2001-10-16
"2001020077",2001-10-16,"20012002","R","Final","PHI","ATL","Philips Arena","2001-10-16T23:30:00Z","2001-10-16 19:30:00",2001-10-16
