"game_id","game_date","season","session","game_status","away_team","home_team","game_venue","game_datetime","EST_time_convert","EST_date"
"2019020001",2019-10-02,"20192020","R","Final","OTT","TOR","Scotiabank Arena","2019-10-02T23:00:00Z","2019-10-02 19:00:00",2019-10-02
"2019020002",2019-10-02,"20192020","R","Final","WSH","STL","Enterprise Center","2019-10-03T00:00:00Z","2019-10-02 20:00:00",2019-10-02
"2019020003",2019-10-02,"20192020","R","Final","VAN","EDM","Rogers Place","2019-10-03T02:00:00Z","2019-10-02 22:00:00",2019-10-02
"2019020004",2019-10-02,"20192020","R","Final","S.J","VGK","T-Mobile Arena","2019-10-03T02:30:00Z","2019-10-02 22:30:00",2019-10-02
"2019020005",2019-10-03,"20192020","R","Final","FLA","T.B","Amalie Arena","2019-10-03T23:00:00Z","2019-10-03 19:00:00",2019-10-03
"2019020006",2019-10-03,"20192020","R","Final","WPG","NYR","Madison Square Garden","2019-10-03T23:00:00Z","2019-10-03 19:00:00",2019-10-03
"2019020007",2019-10-03,"20192020","R","Final","BUF","PIT","PPG Paints Arena","2019-10-03T23:00:00Z","2019-10-03 19:00:00",2019-10-03
"2019020008",2019-10-03,"20192020","R","Final","MTL","CAR","PNC Arena","2019-10-03T23:00:00Z","2019-10-03 19:00:00",2019-10-03
"2019020009",2019-10-03,"20192020","R","Final","MIN","NSH","Bridgestone Arena","2019-10-04T00:00:00Z","2019-10-03 20:00:00",2019-10-03
"2019020010",2019-10-03,"20192020","R","Final","BOS","DAL","American Airlines Center","2019-10-04T00:30:00Z","2019-10-03 20:30:00",2019-10-03
"2019020011",2019-10-03,"20192020","R","Final","CGY","COL","Pepsi Center","2019-10-04T01:00:00Z","2019-10-03 21:00:00",2019-10-03
"2019020012",2019-10-03,"20192020","R","Final","ARI","ANA","Honda Center","2019-10-04T02:00:00Z","2019-10-03 22:00:00",2019-10-03
"2019020013",2019-10-04,"20192020","R","Final","WPG","N.J","Prudential Center","2019-10-04T23:00:00Z","2019-10-04 19:00:00",2019-10-04
"2019020014",2019-10-04,"20192020","R","Final","WSH","NYI","NYCB Live/Nassau Coliseum","2019-10-04T23:00:00Z","2019-10-04 19:00:00",2019-10-04
"2019020015",2019-10-04,"20192020","R","Final","TOR","CBJ","Nationwide Arena","2019-10-04T23:00:00Z","2019-10-04 19:00:00",2019-10-04
"2019020016",2019-10-04,"20192020","R","Final","CHI","PHI","O2 Czech Republic","2019-10-04T18:00:00Z","2019-10-04 14:00:00",2019-10-04
