"game_id","game_date","season","session","game_status","away_team","home_team","game_venue","game_datetime","EST_time_convert","EST_date"
"2016020001",2016-10-12,"20162017","R","Final","TOR","OTT","Canadian Tire Centre","2016-10-12T23:00:00Z","2016-10-12 19:00:00",2016-10-12
"2016020002",2016-10-12,"20162017","R","Final","STL","CHI","United Center","2016-10-13T00:00:00Z","2016-10-12 20:00:00",2016-10-12
"2016020003",2016-10-12,"20162017","R","Final","CGY","EDM","Rogers Place","2016-10-13T02:00:00Z","2016-10-12 22:00:00",2016-10-12
"2016020004",2016-10-12,"20162017","R","Final","L.A","S.J","SAP Center at San Jose","2016-10-13T02:30:00Z","2016-10-12 22:30:00",2016-10-12
"2016020005",2016-10-13,"20162017","R","Final","MTL","BUF","KeyBank Center","2016-10-13T23:00:00Z","2016-10-13 19:00:00",2016-10-13
"2016020006",2016-10-13,"20162017","R","Final","NYI","NYR","Madison Square Garden","2016-10-13T23:00:00Z","2016-10-13 19:00:00",2016-10-13
"2016020008",2016-10-13,"20162017","R","Final","BOS","CBJ","Nationwide Arena","2016-10-13T23:00:00Z","2016-10-13 19:00:00",2016-10-13
"2016020009",2016-10-13,"20162017","R","Final","DET","T.B","Amalie Arena","2016-10-13T23:30:00Z","2016-10-13 19:30:00",2016-10-13
"2016020010",2016-10-13,"20162017","R","Final","N.J","FLA","BB&T Center","2016-10-13T23:30:00Z","2016-10-13 19:30:00",2016-10-13
"2016020007",2016-10-13,"20162017","R","Final","WSH","PIT","PPG Paints Arena","2016-10-14T00:00:00Z","2016-10-13 20:00:00",2016-10-13
"2016020011",2016-10-13,"20162017","R","Final","MIN","STL","Scottrade Center","2016-10-14T00:00:00Z","2016-10-13 20:00:00",2016-10-13
"2016020012",2016-10-13,"20162017","R","Final","CAR","WPG","MTS Centre","2016-10-14T00:00:00Z","2016-10-13 20:00:00",2016-10-13
"2016020013",2016-10-13,"20162017","R","Final","ANA","DAL","American Airlines Center","2016-10-14T00:30:00Z","2016-10-13 20:30:00",2016-10-13
"2016020014",2016-10-14,"20162017","R","Final","CHI","NSH","Bridgestone Arena","2016-10-15T00:00:00Z","2016-10-14 20:00:00",2016-10-14
"2016020015",2016-10-14,"20162017","R","Final","EDM","CGY","Scotiabank Saddledome","2016-10-15T01:00:00Z","2016-10-14 21:00:00",2016-10-14
"2016020016",2016-10-14,"20162017","R","Final","PHI","L.A","STAPLES Center","2016-10-15T02:30:00Z","2016-10-14 22:30:00",2016-10-14
"2016020017",2016-10-15,"20162017","R","Final","BOS","TOR","Air Canada Centre","2016-10-15T23:00:00Z","2016-10-15 19:00:00",2016-10-15
"2016020018",2016-10-15,"20162017","R","Final","MTL","OTT","Canadian Tire Centre","2016-10-15T23:00:00Z","2016-10-15 19:00:00",2016-10-15
"2016020019",2016-10-15,"20162017","R","Final","N.J","T.B","Amalie Arena","2016-10-15T23:00:00Z","2016-10-15 19:00:00",2016-10-15
"2016020020",2016-10-15,"20162017","R","Final","DET","FLA","BB&T Center","2016-10-15T23:00:00Z","2016-10-15 19:00:00",2016-10-15
"2016020021",2016-10-15,"20162017","R","Final","ANA","PIT","PPG Paints Arena","2016-10-15T23:00:00Z","2016-10-15 19:00:00",2016-10-15
