"game_id","game_date","season","session","game_status","away_team","home_team","game_venue","game_datetime","EST_time_convert","EST_date"
"2005020001",2005-10-05,"20052006","R","Final","MTL","BOS","TD Banknorth Garden","2005-10-05T23:00:00Z","2005-10-05 19:00:00",2005-10-05
"2005020002",2005-10-05,"20052006","R","Final","NYI","BUF","HSBC Arena","2005-10-05T23:00:00Z","2005-10-05 19:00:00",2005-10-05
"2005020003",2005-10-05,"20052006","R","Final","NYR","PHI","Wachovia Center","2005-10-05T23:00:00Z","2005-10-05 19:00:00",2005-10-05
"2005020004",2005-10-05,"20052006","R","Final","CBJ","WSH","Verizon Center","2005-10-05T23:00:00Z","2005-10-05 19:00:00",2005-10-05
"2005020005",2005-10-05,"20052006","R","Final","ATL","FLA","BankAtlantic Center","2005-10-05T23:00:00Z","2005-10-05 19:00:00",2005-10-05
"2005020007",2005-10-05,"20052006","R","Final","PIT","N.J","Continental Airlines Arena","2005-10-05T23:30:00Z","2005-10-05 19:30:00",2005-10-05
"2005020008",2005-10-05,"20052006","R","Final","CAR","T.B","St. Pete Times Forum","2005-10-05T23:30:00Z","2005-10-05 19:30:00",2005-10-05
"2005020009",2005-10-05,"20052006","R","Final","STL","DET","Joe Louis Arena","2005-10-05T23:30:00Z","2005-10-05 19:30:00",2005-10-05
"2005020006",2005-10-05,"20052006","R","Final","OTT","TOR","Air Canada Centre","2005-10-06T00:00:00Z","2005-10-05 20:00:00",2005-10-05
"2005020010",2005-10-05,"20052006","R","Final","S.J","NSH","Gaylord Entertainment Center","2005-10-06T00:00:00Z","2005-10-05 20:00:00",2005-10-05
"2005020012",2005-10-05,"20052006","R","Final","CGY","MIN","Xcel Energy Center","2005-10-06T00:00:00Z","2005-10-05 20:00:00",2005-10-05
"2005020011",2005-10-05,"20052006","R","Final","ANA","CHI","United Center","2005-10-06T00:30:00Z","2005-10-05 20:30:00",2005-10-05
"2005020013",2005-10-05,"20052006","R","Final","L.A","DAL","American Airlines Center","2005-10-06T00:30:00Z","2005-10-05 20:30:00",2005-10-05
"2005020014",2005-10-05,"20052006","R","Final","COL","EDM","Rexall Place","2005-10-06T02:00:00Z","2005-10-05 22:00:00",2005-10-05
"2005020015",2005-10-05,"20052006","R","Final","ARI","VAN","General Motors Place","2005-10-06T02:30:00Z","2005-10-05 22:30:00",2005-10-05
"2005020016",2005-10-06,"20052006","R","Final","MTL","NYR","Madison Square Garden","2005-10-06T23:00:00Z","2005-10-06 19:00:00",2005-10-06
"2005020017",2005-10-06,"20052006","R","Final","DET","STL","Savvis Center","2005-10-07T00:00:00Z","2005-10-06 20:00:00",2005-10-06
"2005020018",2005-10-06,"20052006","R","Final","ARI","L.A","STAPLES Center","2005-10-07T02:30:00Z","2005-10-06 22:30:00",2005-10-06
"2005020019",2005-10-07,"20052006","R","Final","N.J","PHI","Wachovia Center","2005-10-07T23:00:00Z","2005-10-07 19:00:00",2005-10-07
"2005020020",2005-10-07,"20052006","R","Final","ATL","WSH","Verizon Center","2005-10-07T23:00:00Z","2005-10-07 19:00:00",2005-10-07
"2005020021",2005-10-07,"20052006","R","Final","PIT","CAR","RBC Center","2005-10-07T23:00:00Z","2005-10-07 19:00:00",2005-10-07
"2005020022",2005-10-07,"20052006","R","Final","CGY","CBJ","Nationwide Arena","2005-10-07T23:00:00Z","2005-10-07 19:00:00",2005-10-07
"2005020023",2005-10-07,"20052006","R","Final","T.B","FLA","BankAtlantic Center","2005-10-07T23:30:00Z","2005-10-07 19:30:00",2005-10-07
"2005020024",2005-10-07,"20052006","R","Final","BOS","BUF","HSBC Arena","2005-10-08T00:00:00Z","2005-10-07 20:00:00",2005-10-07
"2005020025",2005-10-07,"20052006","R","Final","S.J","CHI","United Center","2005-10-08T00:30:00Z","2005-10-07 20:30:00",2005-10-07
